log(L),logg,age(Gyrs),Radius,Mbol,teff,Gaia_G,Gaia_BP,Gaia_RP,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
-2.534,8.6471,0.5804,0.0079,11.0751,15135.612484362071,6960025.595978196,12316783.914847743,3229226.745992453,10331926.010631422,17029165.632032685,6183085.976437551,2780777.728850246,1299353.6880399797
-2.4531,8.6462,0.514,0.0079,10.8728,15848.93192461114,7514339.915994403,13422002.712435046,3432563.189663119,11555301.656636976,18593166.98106979,6632622.58551304,2952611.2933042813,1371662.8722593475
-2.3722,8.6452,0.455,0.0079,10.6704,16595.869074375598,8135248.748941962,14666865.93458592,3663857.21940151,13010718.70537271,20334493.98346134,7134528.636274851,3147793.8064831863,1454679.7171981263
-2.2911,8.6442,0.4021,0.0079,10.4679,17378.00828749376,8809897.11824372,16025711.576734586,3916864.4371763594,14673755.804649495,22218430.105735905,7676535.9030393325,3360208.8903871956,1545850.1179974994
-2.2101,8.6431,0.354,0.0079,10.2652,18197.008586099826,9535222.61418791,17495941.674657796,4188885.9962083767,16529559.77836883,24245624.209559232,8257437.314049995,3588279.6038433695,1643793.9718004381
-2.1289,8.642,0.3104,0.0079,10.0623,19054.607179632483,10316463.28131069,19086984.56239581,4479799.127763568,18589225.14423724,26430986.30153048,8881478.840231784,3832536.296049909,1748587.5563468577
-2.0477,8.6408,0.2718,0.0079,9.8593,19952.62314968879,11159656.750875376,20815043.472147316,4791357.108976149,20874750.213115558,28794753.80152403,9550921.717296338,4094550.921382656,1860404.5090995475
-1.9665,8.6395,0.2374,0.0079,9.6562,20892.96130854041,12071766.786876699,22695372.866710387,5126471.42387469,23408915.148409225,31358362.023481198,10272716.087416813,4375687.280971613,1980465.9656704622
-1.8852,8.6382,0.2068,0.0079,9.4529,21877.616239495517,13065644.480803672,24754680.319284342,5488056.083495732,26228973.083315168,34162793.01060031,11055166.440171216,4679573.5387417525,2109829.6118971016
-1.8038,8.6368,0.1789,0.008,9.2494,22908.676527677748,13800189.351189077,26344595.264910355,5733934.788611986,28645439.90317869,36306767.00777513,11609125.176616209,4884279.240230734,2193620.984782614
-1.7223,8.6353,0.1535,0.008,9.0456,23988.329190194898,14958396.656342717,28769448.111973435,6149116.900313341,32069744.212777995,39593835.84816488,12511791.369653203,5233599.498078515,2341000.9613658227
-1.6407,8.6337,0.131,0.008,8.8417,25118.864315095823,16245199.36045328,31475419.776023407,6605911.474831036,35939786.761991985,43250146.03532396,13510751.122485608,5617207.734008873,2502889.0139946747
-1.559,8.6321,0.111,0.008,8.6376,26302.679918953814,17683370.461146977,34515290.328190625,7112999.0297334185,40351110.92870817,47353008.692785904,14621754.71020436,6043388.100745422,2682140.920294423
-1.4773,8.6303,0.0933,0.008,8.4332,27542.28703338169,19309233.98933273,37963962.07211073,7683741.566489183,45420874.9679265,51993323.38768716,15873748.459204921,6522295.710410004,2883510.864234688
-1.3955,8.6285,0.0775,0.008,8.2287,28840.31503126606,21181906.436189122,41949958.04741723,8342433.4232729105,51354144.17438779,57346587.31371165,17315677.71738578,7072948.324907822,3115455.784868472
-1.3135,8.6265,0.0631,0.008,8.0238,30199.51720402019,23304782.031840988,46474158.07489249,9092697.63474333,58158807.89421722,63402674.52939446,18949575.871155526,7697691.202608253,3380349.3989115944
-1.2314,8.6245,0.0503,0.0081,7.8186,31622.776601683792,24976695.635315344,50116584.65956933,9665463.51236716,63977229.94007541,68239763.72294453,20213868.22881819,8170533.6199166225,3578751.3781446298
-1.1492,8.6223,0.039,0.0081,7.6131,33113.112148259075,27300775.36754542,55073346.51701076,10491140.075669829,71513071.62818524,74850984.07470606,22001355.085250676,8854630.05917092,3870539.717045607
-1.0669,8.62,0.0293,0.0081,7.4074,34673.685045253165,29616585.116840158,60020756.791687615,11313127.60397126,79050647.6242571,81454956.19078249,23784248.308555465,9535213.493709376,4161515.6123548546
-0.9845,8.6176,0.021,0.0081,7.2013,36307.8054770101,31904723.234983325,64908484.17712712,12122234.630271701,86517792.9698001,87966540.86997627,25539325.91286457,10205879.147751821,4448069.130264558
-0.9019,8.6149,0.0141,0.0082,6.9947,38018.93963205613,33336293.767561074,68046187.89834231,12609126.990769004,91632126.48275821,92133983.2296087,26611647.57048367,10605050.827954939,4616510.85701251
-0.819,8.6121,0.0089,0.0082,6.7876,39810.71705534969,35533444.98341127,72751809.56594408,13385821.16978469,98820663.44186592,98405607.6479993,28297740.736149162,11248969.891016847,4891858.217839658
-0.7361,8.6091,0.0056,0.0082,6.5803,41686.93834703355,37722226.16542286,77439724.6435665,14159405.477928365,105995582.34631278,104659787.21299484,29974487.288867015,11890298.413634786,5165993.569782134
-0.6532,8.6063,0.0037,0.0082,6.3731,43651.58322401656,39916946.74118903,82134156.24845588,14933617.33755978,113189923.19758667,110922550.61423054,31654230.702579223,12530048.567163423,5439435.8749721255
-0.5704,8.6035,0.0027,0.0083,6.166,45708.818961487515,41110128.52951302,84776468.24631469,15331919.795011336,117565334.87781744,114417213.66545305,32540429.679970566,12857137.08237335,5577317.6669080965
-0.4876,8.6006,0.0021,0.0083,5.959,47863.0092322638,43294111.82836463,89453084.4329205,16101878.256309498,124749635.47200769,120662235.56860703,34212379.69642801,13495353.789729336,5849320.003008433
-0.4047,8.5977,0.0017,0.0083,5.7518,50118.72336272725,45334500.45798888,93832939.15727505,16820408.493577737,131461712.46700838,126500245.23528022,35772005.04077435,14091079.79916964,6103590.400073975
-0.3217,8.5947,0.0014,0.0083,5.5442,52480.74602497723,47589247.16835363,98681404.05525744,17613129.92350313,138918244.09398395,132975419.0011939,37495856.918472506,14748378.4871557,6384183.792079995
-0.2385,8.5916,0.0012,0.0084,5.3364,54954.08738576248,48737859.002822824,101212215.77660684,17995095.314386655,143125460.78801084,136335507.80022305,38344307.24476165,15062667.416750006,6515428.660306311
-0.1553,8.5883,0.001,0.0084,5.1283,57543.993733715666,51081829.97702426,106246084.20496881,18818896.395236675,150867918.28876817,143050368.22948182,40136629.16640586,15744971.794909427,6806800.058312695
-0.072,8.585,0.0009,0.0084,4.92,60255.95860743581,53518809.872406274,111478966.21863359,19669537.63895824,158912074.77173987,150026846.28976825,41997254.099023774,16452120.69872188,7107927.573672063
0.0115,8.5815,0.0008,0.0085,4.7112,63095.7344480193,54745341.33404269,114191467.28753987,20079591.442359015,163379521.0483796,153634835.86093628,42904378.629288845,16787367.879283305,7248759.895101625
0.0953,8.5778,0.0007,0.0085,4.5019,66069.34480075965,57346533.13593652,119771545.44131108,20989151.002675597,171979870.89110267,161082996.8403498,44889174.26093527,17544565.11713805,7570136.571505008
0.1792,8.5738,0.0006,0.0085,4.292,69183.09709189362,60076852.02171654,125647442.5748221,21945974.589650735,181032945.8791965,168907798.22254825,46974440.561009,18337604.750193994,7907946.356195504
0.2633,8.5697,0.0005,0.0086,4.0818,72443.59600749906,61487681.40528287,128752183.31979845,22417946.115909837,186088085.36919165,173033682.1731178,48020045.314141594,18725074.601691063,8070578.452170527
0.3476,8.5654,0.0004,0.0086,3.8709,75857.75750291836,64450770.97560399,135118433.73497325,23452860.53318631,195901863.64273402,181522577.5391726,50278529.29018991,19585901.07490765,8436157.194622982
0.4322,8.5608,0.0004,0.0087,3.6594,79432.82347242821,66036875.11122893,138596735.03482696,23983591.486060005,201538009.43253908,186161147.35983428,51458955.02862772,20023590.448797215,8619122.650642235
